Time,Accuracy,Speed,BatteryPower,Acceleration
291.1,0.043,15.173,16746.336,0.35
291.2,0.042,15.198,16785.229,0.25
291.3,0.042,15.228,16846.728,0.3
291.4,0.047,15.251,16879.858,0.23
291.5,0.051,15.287,16783.32,0.36
291.6,0.05,15.311,16667.458,0.24
291.7,0.049,15.339,16500.903,0.28
291.8,0.047,15.385,16467.067,0.46
291.9,0.045,15.416,16512.466,0.31
292,0.043,15.467,16627.286,0.51
292.1,0.042,15.489,16677.435,0.22
292.2,0.041,15.527,16741.163,0.38
292.3,0.04,15.554,16783.371,0.27
292.4,0.04,15.586,16862.485,0.32
292.5,0.041,15.614,16938.509,0.28
292.6,0.04,15.649,16944.161,0.35
292.7,0.039,15.679,16911.996,0.3
292.8,0.038,15.706,16910.765,0.27
292.9,0.049,15.734,16967.835,0.28
293,0.06,15.767,17005.008,0.33
293.1,0.057,15.812,16994.21,0.45
293.2,0.056,15.837,16971.196,0.25
293.3,0.064,15.869,16963.126,0.32
293.4,0.071,15.897,16955.349,0.28
293.5,0.068,15.929,16958.839,0.32
293.6,0.065,15.972,16953.603,0.43
293.7,0.063,15.999,16816.579,0.27
293.8,0.06,16.04,15808.55,0.41
293.9,0.058,16.06,14389.938,0.2
294,0.056,16.087,12560.046,0.27
294.1,0.055,16.101,11453.372,0.14
294.2,0.053,16.127,10320.868,0.26
294.3,0.052,16.133,9664.292,0.06
294.4,0.05,16.146,8779.019,0.13
294.5,0.048,16.156,8164.432,0.1
294.6,0.047,16.156,7632.068,0
294.7,0.045,16.156,7284.651,0
294.8,0.044,16.156,7031.986,0
294.9,0.045,16.163,6870.128,0.07
295,0.052,16.175,6762.871,0.12
295.1,0.062,16.178,6681.968,0.03
295.2,0.066,16.18,6602.057,0.02
295.3,0.064,16.18,6406.542,0
295.4,0.062,16.178,6054.711,-0.02
295.5,0.059,16.178,5528.715,0
295.6,0.056,16.183,4930.258,0.05
295.7,0.055,16.193,4419.079,0.1
295.8,0.053,16.193,3789.636,0
295.9,0.051,16.184,3319.995,-0.09
296,0.049,16.173,2619.289,-0.11
296.1,0.048,16.163,1953.847,-0.1
296.2,0.047,16.151,1416.471,-0.12
296.3,0.045,16.138,689.285,-0.13
296.4,0.044,16.124,-214.111,-0.14
296.5,0.043,16.103,-1053.266,-0.21
296.6,0.042,16.082,-1247.308,-0.21
296.7,0.045,16.063,-1447.523,-0.19
296.8,0.056,16.05,-1567.428,-0.13
296.9,0.063,16.028,-1617.972,-0.22
297,0.061,15.998,-1653.286,-0.3
297.1,0.06,15.985,-1691.327,-0.13
297.2,0.062,15.961,-1713.799,-0.24
297.3,0.061,15.927,-1739.331,-0.34
297.4,0.059,15.901,-1748.131,-0.26
297.5,0.056,15.879,-1725.946,-0.22
297.6,0.054,15.855,-1717.294,-0.24
297.7,0.053,15.838,-1678.303,-0.17
297.8,0.051,15.806,-1613.807,-0.32
297.9,0.05,15.786,-1563.639,-0.2
298,0.054,15.766,-1534.123,-0.2
298.1,0.061,15.744,-1525.397,-0.22
298.2,0.06,15.726,-1504.046,-0.18
298.3,0.057,15.695,-1498.196,-0.31
298.4,0.056,15.673,-1502.587,-0.22
298.5,0.054,15.649,-1576.585,-0.24
298.6,0.053,15.639,-1647.106,-0.1
298.7,0.052,15.622,-1698.32,-0.17
298.8,0.051,15.605,-1773.944,-0.17
298.9,0.049,15.582,-1858.066,-0.23
299,0.047,15.547,-1996.842,-0.35
299.1,0.045,15.517,-2270.011,-0.3
299.2,0.045,15.491,-2686.906,-0.26
299.3,0.049,15.467,-3151.231,-0.24
299.4,0.05,15.436,-3448.266,-0.31
299.5,0.049,15.409,-3694.848,-0.27
299.6,0.047,15.373,-4207.893,-0.36
299.7,0.046,15.347,-4874.567,-0.26
299.8,0.045,15.318,-5687.308,-0.29
299.9,0.043,15.289,-6337.815,-0.29
300,0.042,15.26,-6898.38,-0.29
300.1,0.041,15.209,-7994.905,-0.51
300.2,0.041,15.168,-8915.888,-0.41
300.3,0.041,15.115,-10323.269,-0.53
300.4,0.04,15.071,-11251.227,-0.44
300.5,0.04,15.029,-12016.396,-0.42
300.6,0.046,14.98,-12562.1,-0.49
300.7,0.05,14.926,-12862.304,-0.54
300.8,0.048,14.869,-13109.11,-0.57
300.9,0.047,14.802,-13259.035,-0.67
301,0.045,14.726,-13345.699,-0.76
301.1,0.044,14.664,-13367.607,-0.62
301.2,0.042,14.579,-13342.698,-0.85
301.3,0.041,14.528,-13280.815,-0.51
301.4,0.041,14.452,-13219.416,-0.76
301.5,0.042,14.396,-13211.176,-0.56
301.6,0.041,14.331,-13244.645,-0.65
301.7,0.04,14.271,-13502.574,-0.6
301.8,0.04,14.212,-14205.985,-0.59
301.9,0.039,14.142,-15076.349,-0.7
302,0.038,14.088,-15475.484,-0.54
302.1,0.041,14,-15842.835,-0.88
302.2,0.045,13.945,-16023.865,-0.55
302.3,0.05,13.868,-16199.473,-0.77
302.4,0.051,13.807,-16436.752,-0.61
302.5,0.05,13.73,-16774.478,-0.77
302.6,0.048,13.634,-17312.547,-0.96
302.7,0.046,13.554,-18284.194,-0.8
302.8,0.044,13.444,-21000.838,-1.1
302.9,0.044,13.37,-23289.962,-0.74
303,0.046,13.252,-25899.534,-1.18
303.1,0.047,13.149,-27407.486,-1.03
303.2,0.048,13.025,-28412.721,-1.24
303.3,0.047,12.895,-28988.131,-1.3
303.4,0.046,12.758,-29169.777,-1.37
303.5,0.045,12.625,-29160.119,-1.33
303.6,0.044,12.49,-29028.96,-1.35
303.7,0.042,12.339,-28798.024,-1.51
303.8,0.041,12.228,-28583.936,-1.11
303.9,0.043,12.065,-28185.233,-1.63
304,0.046,11.938,-27876.606,-1.27
304.1,0.046,11.785,-27373.627,-1.53
304.2,0.045,11.657,-26931.039,-1.28
304.3,0.051,11.578,-26476.214,-0.79
304.4,0.08,11.444,-25948.939,-1.34
304.5,0.078,11.347,-25573.349,-0.97
304.6,0.076,11.225,-25032.738,-1.22
304.7,0.073,11.089,-24023.426,-1.36
304.8,0.07,10.946,-22320.298,-1.43
304.9,0.067,10.814,-19152.297,-1.32
305,0.063,10.678,-15416.34,-1.36
305.1,0.061,10.589,-13527.131,-0.89
305.2,0.059,10.5,-13085.537,-0.89
305.3,0.057,10.414,-12989.588,-0.86
305.4,0.056,10.332,-12959.427,-0.82
305.5,0.054,10.251,-13103.189,-0.81
305.6,0.052,10.17,-13568.526,-0.81
305.7,0.054,10.079,-14542.226,-0.91
305.8,0.055,10.01,-15361.248,-0.69
305.9,0.053,9.915,-16416.027,-0.95
306,0.055,9.853,-17082.814,-0.62
306.1,0.061,9.755,-17627.548,-0.98
306.2,0.059,9.65,-18307.302,-1.05
306.3,0.057,9.54,-18831.859,-1.1
306.4,0.055,9.379,-19563.58,-1.61
306.5,0.053,9.24,-19962.936,-1.39
306.6,0.05,9.077,-20245.704,-1.63
306.7,0.049,8.935,-20257.748,-1.42
306.8,0.047,8.785,-20060.231,-1.5
306.9,0.046,8.676,-19878.275,-1.09
307,0.045,8.52,-19576.62,-1.56
307.1,0.044,8.376,-19277.843,-1.44
307.2,0.043,8.25,-18884.46,-1.26
307.3,0.042,8.098,-18270.502,-1.52
307.4,0.043,7.961,-17544.749,-1.37
307.5,0.043,7.81,-16714.153,-1.51
307.6,0.043,7.704,-15692.695,-1.06
307.7,0.045,7.553,-12413.939,-1.51
307.8,0.045,7.464,-8886.055,-0.89
307.9,0.044,7.388,-3640.916,-0.76
308,0.043,7.336,-1484.036,-0.52
308.1,0.054,7.275,-80.333,-0.61
308.2,0.067,7.208,42.281,-0.67
308.3,0.065,7.143,77.177,-0.65
308.4,0.062,7.113,294.608,-0.3
308.5,0.06,7.1,92.622,-0.13
308.6,0.057,7.071,231.3,-0.29
308.7,0.055,7.04,1149.766,-0.31
308.8,0.053,7.051,2979.388,0.11
308.9,0.051,7.078,5406.17,0.27
309,0.05,7.089,6754.995,0.11
309.1,0.048,7.102,7812.347,0.13
309.2,0.047,7.115,8719.225,0.13
309.3,0.046,7.122,9799.351,0.07
309.4,0.045,7.183,11051.579,0.61
309.5,0.046,7.256,12080.223,0.73
309.6,0.048,7.377,13465.85,1.21
309.7,0.049,7.444,13874.801,0.67
309.8,0.052,7.497,13311.539,0.53
309.9,0.055,7.508,13369.372,0.11
310,0.059,7.542,14375.327,0.34
310.1,0.058,7.604,14944.494,0.62
310.2,0.056,7.692,15231.345,0.88
310.3,0.053,7.77,15292.118,0.78
310.4,0.051,7.843,15312.695,0.73
310.5,0.05,7.908,15138.344,0.65
310.6,0.048,7.963,14911.586,0.55
310.7,0.047,8.018,14736.572,0.55
310.8,0.046,8.076,14641.022,0.58
310.9,0.045,8.161,14684.073,0.85
311,0.043,8.233,14767.678,0.72
311.1,0.042,8.301,14843.917,0.68
311.2,0.041,8.356,14907.058,0.55
311.3,0.041,8.399,15017.204,0.43
311.4,0.044,8.458,15124.528,0.59
311.5,0.045,8.509,15180.226,0.51
311.6,0.049,8.553,15206.499,0.44
311.7,0.064,8.606,15274.537,0.53
311.8,0.064,8.645,15363.436,0.39
311.9,0.061,8.706,15500.874,0.61
312,0.059,8.777,15647.195,0.71
312.1,0.056,8.856,15761.001,0.79
312.2,0.054,8.93,15790.701,0.74
312.3,0.052,8.993,15756.577,0.63
312.4,0.051,9.043,15740.471,0.5
312.5,0.049,9.101,15797.388,0.58
312.6,0.048,9.147,15882.147,0.46
312.7,0.046,9.225,16011.884,0.78
312.8,0.045,9.286,16097.039,0.61
312.9,0.044,9.358,16214.005,0.72
313,0.043,9.427,16264.69,0.69
313.1,0.042,9.487,16252.635,0.6
313.2,0.041,9.542,16187.393,0.55
313.3,0.04,9.605,15963.127,0.63
313.4,0.039,9.666,15123.965,0.61
313.5,0.039,9.719,14115.15,0.53
313.6,0.046,9.762,12978.37,0.43
313.7,0.054,9.803,12014.917,0.41
313.8,0.053,9.837,11341.908,0.34
313.9,0.051,9.869,10841.654,0.32
314,0.049,9.908,10580.345,0.39
314.1,0.047,9.939,10507.437,0.31
314.2,0.046,9.976,10493.659,0.37
314.3,0.044,10.007,10515.606,0.31
314.4,0.043,10.037,10556.862,0.3
314.5,0.046,10.081,10614.053,0.44
314.6,0.048,10.106,10630.038,0.25
314.7,0.046,10.136,10652.812,0.3
314.8,0.045,10.156,10668.351,0.2
314.9,0.044,10.188,10713.226,0.32
315,0.043,10.227,10745.646,0.39
315.1,0.043,10.253,10766.459,0.26
315.2,0.044,10.291,10804.843,0.38
315.3,0.045,10.314,10853.198,0.23
315.4,0.05,10.343,10972.559,0.29
315.5,0.054,10.369,11096.517,0.26
315.6,0.054,10.394,11180.891,0.25
315.7,0.052,10.436,11238.304,0.42
315.8,0.05,10.469,11268.223,0.33
315.9,0.054,10.502,11303.363,0.33
316,0.065,10.541,11329.304,0.39
316.1,0.068,10.574,11347.465,0.33
316.2,0.066,10.609,11355.653,0.35
316.3,0.064,10.643,11369.62,0.34
316.4,0.061,10.676,11369.125,0.33
316.5,0.059,10.707,11150.89,0.31
316.6,0.058,10.734,10532.501,0.27
316.7,0.056,10.761,9392.959,0.27
316.8,0.054,10.789,8013.406,0.28
316.9,0.052,10.806,7045.777,0.17
317,0.051,10.82,5851.9,0.14
317.1,0.049,10.822,4896.474,0.02
317.2,0.055,10.83,4103.425,0.08
317.3,0.061,10.842,3416.923,0.12
317.4,0.06,10.844,2714.553,0.02
317.5,0.058,10.839,1978.877,-0.05
317.6,0.055,10.826,1218.788,-0.13
317.7,0.054,10.812,-395.778,-0.14
317.8,0.051,10.792,-3101.303,-0.2
317.9,0.05,10.75,-5736.307,-0.42
318,0.048,10.702,-8124.601,-0.48
318.1,0.047,10.655,-9471.453,-0.47
318.2,0.045,10.582,-10771.54,-0.73
318.3,0.044,10.518,-11308.214,-0.64
318.4,0.043,10.444,-11682.326,-0.74
318.5,0.042,10.377,-11861.429,-0.67
318.6,0.041,10.294,-11937.745,-0.83
318.7,0.04,10.238,-11950.786,-0.56
318.8,0.039,10.189,-11918.933,-0.49
318.9,0.254,10.156,-11935.344,-0.33
319,0.242,10.083,-11804.711,-0.73
319.1,0.231,10.006,-11707.074,-0.77
319.2,0.215,9.894,-11615.992,-1.12
319.3,0.203,9.792,-11819.757,-1.02
319.4,0.193,9.702,-12874.603,-0.9
319.5,0.184,9.609,-14379.816,-0.93
319.6,0.173,9.475,-16349.202,-1.34
319.7,0.166,9.365,-18147.758,-1.1
319.8,0.157,9.218,-20978.482,-1.47
319.9,0.151,9.092,-22982.305,-1.26
320,0.145,8.96,-24458.49,-1.32
320.1,0.138,8.78,-25618.038,-1.8
320.2,0.133,8.629,-26112.097,-1.51
320.3,0.127,8.433,-26806.234,-1.96
320.4,0.122,8.267,-27066.571,-1.66
320.5,0.117,8.06,-26981.507,-2.07
320.6,0.113,7.908,-26765.149,-1.52
320.7,0.107,7.671,-26181.12,-2.37
320.8,0.103,7.49,-25613.624,-1.81
320.9,0.099,7.292,-24971.278,-1.98
321,0.096,7.132,-24481.029,-1.6
321.1,0.093,6.948,-23239.237,-1.84
321.2,0.091,6.786,-22805.068,-1.62
321.3,0.087,6.582,-22634.866,-2.04
321.4,0.084,6.372,-21786.158,-2.1
321.5,0.08,6.126,-20381.122,-2.46
321.6,0.076,5.887,-18590.322,-2.39
321.7,0.073,5.698,-17000.947,-1.89
321.8,0.07,5.482,-15301.989,-2.16
321.9,0.068,5.325,-14096.935,-1.57
322,0.065,5.131,-12722.065,-1.94
322.1,0.063,4.954,-11463.26,-1.77
322.2,0.061,4.801,-10413.646,-1.53
322.3,0.059,4.614,-8989.077,-1.87
322.4,0.057,4.45,-7935.604,-1.64
322.5,0.055,4.245,-6610.7,-2.05
322.6,0.054,4.079,-5639.734,-1.66
322.7,0.052,3.885,-4627.374,-1.94
322.8,0.05,3.724,-3801.928,-1.61
322.9,0.049,3.534,-3056.43,-1.9
323,0.051,3.409,-2397.024,-1.25
323.1,0.061,3.227,-1744.009,-1.82
323.2,0.062,3.095,-1256.663,-1.32
323.3,0.06,2.898,-612.026,-1.97
323.4,0.058,2.691,-20.571,-2.07
323.5,0.056,2.527,457.833,-1.64
323.6,0.053,2.321,896.594,-2.06
323.7,0.052,2.2,1051.189,-1.21
323.8,0.05,2.016,1110.274,-1.84
323.9,0.048,1.887,1129.954,-1.29
324,0.047,1.742,1147.539,-1.45
324.1,0.046,1.599,1139.945,-1.43
324.2,0.045,1.495,1123.471,-1.04
324.3,0.044,1.334,1120.96,-1.61
324.4,0.043,1.215,1099.102,-1.19
324.5,0.043,1.108,1080.632,-1.07
324.6,0.044,1.004,1081.66,-1.04
324.7,0.043,0.906,1079.398,-0.98
324.8,0.043,0.837,1072.799,-0.69
324.9,0.048,0.774,1080.596,-0.63
325,0.05,0.708,1076.48,-0.66
325.1,0.049,0.626,1070.746,-0.82
325.2,0.05,0.55,1079.37,-0.76
325.3,0.048,0.427,1087.292,-1.23
325.4,0.046,0.333,1088.024,-0.94
325.5,0.044,0.224,1085.545,-1.09
325.6,0.043,0.153,1086.03,-0.71
325.7,0.042,0.062,1090.693,-0.91
325.8,0.041,0.015,1088.823,-0.47
325.9,0.04,-0.013,1074.05,-0.28
326,0.039,-0.018,1070.772,-0.05
326.1,0.04,-0.003,1080.31,0.15
326.2,0.045,0.005,1085.499,0.08
326.3,0.046,-0.004,1083.274,-0.09
326.4,0.044,-0.002,1075.965,0.02
326.5,0.043,0,1075.172,0.02
326.6,0.045,0,1089.173,0
326.7,0.046,0,1091.782,0
326.8,0.045,0,1083.25,0
326.9,0.044,0,1083.273,0
327,0.042,0,1084.298,0
327.1,0.041,0,1083.694,0
327.2,0.041,0,1082.821,0
327.3,0.043,0,1082.843,0
327.4,0.044,0,1082.865,0
327.5,0.043,0,1083.856,0
327.6,0.042,0,1087.953,0
327.7,0.04,0,1095.62,0
327.8,0.039,0,1092.07,0
327.9,0.038,0,1087.117,0
328,0.038,0,1076.417,0
328.1,0.037,0,1079.269,0
328.2,0.036,0,1085.418,0
328.3,0.04,0,1083.892,0
328.4,0.061,0,1075.609,0
328.5,0.06,0,1082.818,0
328.6,0.058,0,1083.863,0
328.7,0.056,0,1081.621,0
328.8,0.054,0,1087.251,0
328.9,0.052,0,1088.667,0
329,0.05,0,1090.414,0
329.1,0.048,0,1081.034,0
329.2,0.047,0,1078.977,0
329.3,0.045,0,1082.758,0
329.4,0.044,0,1091.233,0
329.5,0.043,0,1084.011,0
329.6,0.043,0,1078.826,0
329.7,0.042,0,1077.151,0
329.8,0.041,0,1075.766,0
329.9,0.04,0,1084.409,0
330,0.041,0,1087.876,0
330.1,0.042,0,1084.014,0
330.2,0.051,0,1073.268,0
330.3,0.056,0,1074.507,0
330.4,0.054,0,1084.747,0
330.5,0.053,0,1086.311,0
330.6,0.05,0,1077.816,0
330.7,0.049,0,1082.111,0
330.8,0.05,0,1080.419,0
330.9,0.052,0,1072.346,0
331,0.051,0,1072.274,0
331.1,0.05,0,1080.474,0
331.2,0.049,0,1081.489,0
331.3,0.047,0,1077.511,0
331.4,0.046,0,1083.751,0
331.5,0.045,0,1079.195,0
331.6,0.043,0,1070.592,0
331.7,0.042,0,1070.588,0
331.8,0.045,0,1087.061,0
331.9,0.049,0,1085.449,0
332,0.05,0,1086.823,0
332.1,0.049,0,1091.681,0
332.2,0.053,0,1074.68,0
332.3,0.067,0,1072.836,0
332.4,0.071,0,1083.993,0
332.5,0.069,0,1078.693,0
332.6,0.065,0,1080.646,0
332.7,0.063,0,1085.698,0
332.8,0.06,0,1087.865,0
332.9,0.057,0,1084.031,0
333,0.055,0,1079.302,0
333.1,0.054,0,1078.865,0
333.2,0.052,0,1096.063,0
333.3,0.051,0,1101.469,0
333.4,0.049,0,1089.565,0
333.5,0.048,0,1080.041,0
333.6,0.046,0,1082.061,0
333.7,0.045,0,1081.001,0
333.8,0.044,0,1078.783,0
333.9,0.043,0,1082.795,0
334,0.043,0,1087.862,0
334.1,0.042,0,1088.82,0
334.2,0.041,0,1080.039,0
334.3,0.041,0,1083.943,0
334.4,0.04,0,1085.179,0
334.5,0.039,0,1080.501,0
334.6,0.038,0,1091.813,0
334.7,0.039,0,1088.739,0
334.8,0.039,0,1085.465,0
334.9,0.038,0,1091.753,0
335,0.037,0,1080.504,0
335.1,0.037,0,1075.53,0
335.2,0.037,0,1086.97,0
335.3,0.037,0,1092.489,0
335.4,0.036,0,1093.682,0
335.5,0.035,0,1095.304,0
335.6,0.037,0,1089.848,0
335.7,0.04,0,1080.509,0
335.8,0.04,0,1083.773,0
335.9,0.042,0,1086.82,0
336,0.049,0,1082.731,0
336.1,0.053,0,1084.835,0
336.2,0.052,0,1074.937,0
336.3,0.055,0,1084.466,0
336.4,0.056,0,1086.649,0
336.5,0.054,0,1071.973,0
336.6,0.052,0,1068.91,0
336.7,0.05,0,1081.649,0
336.8,0.049,0,1087.876,0
336.9,0.047,0,1084.41,0
337,0.046,0,1085.414,0
337.1,0.045,0,1078.739,0
337.2,0.043,0,1083.788,0
337.3,0.042,0,1096.112,0
337.4,0.041,0,1094.161,0
337.5,0.04,0,1086.909,0
337.6,0.039,0,1080.141,0
337.7,0.042,0,1079.663,0
337.8,0.048,0,1085.722,0
337.9,0.051,0,1080.416,0
338,0.05,0,1085.343,0
338.1,0.05,0,1087.857,0
338.2,0.049,0,1088.52,0
338.3,0.048,0,1088.472,0
338.4,0.046,0,1084.398,0
338.5,0.045,0,1084.335,0
338.6,0.043,0,1085.346,0
338.7,0.042,0,1087.85,0
338.8,0.041,0,1087.804,0
338.9,0.041,0,1081.433,0
339,0.046,0,1086.121,0
339.1,0.049,0,1090.997,0
339.2,0.047,0,1080.192,0
339.3,0.046,0,1080.48,0
339.4,0.046,0,1080.933,0
339.5,0.047,0,1079.201,0
339.6,0.046,0,1082.07,0
339.7,0.045,0,1078.52,0
339.8,0.06,0,1084.403,0
339.9,0.069,0,1088.662,0
340,0.066,0,1083.301,0
340.1,0.063,0,1082.994,0
340.2,0.063,0,1084.365,0
340.3,0.064,0,1082.648,0
340.4,0.064,0,1081.511,0
340.5,0.062,0,1081.985,0
340.6,0.059,0,1080.868,0
340.7,0.058,0,1086.088,0
340.8,0.056,0,1091.239,0
340.9,0.054,0,1084.27,0
341,0.054,0,1081.984,0
341.1,0.053,0,1080.766,0
341.2,0.052,0,1078.66,0
341.3,0.051,0,1077.768,0
341.4,0.049,0,1086.548,0
341.5,0.048,0,1094.17,0
341.6,0.047,0,1088.673,0
341.7,0.046,0,1086.976,0
341.8,0.048,0,1083.698,0
341.9,0.05,0,1084.338,0
342,0.048,0,1087.074,0
342.1,0.047,0,1080.097,0
342.2,0.045,0,1086.081,0
342.3,0.044,0,1090.931,0
342.4,0.043,0,1091.277,0
342.5,0.043,0,1089.722,0
342.6,0.042,0,1082.566,0
342.7,0.041,0,1086.941,0
342.8,0.046,0,1090.462,0
342.9,0.054,0,1095.417,0
343,0.052,0,1093.507,0
343.1,0.051,0,1091.221,0
343.2,0.049,0,1092.881,0
343.3,0.048,0,1082.759,0
343.4,0.051,0,1074.61,0
343.5,0.053,0,1077.43,0
343.6,0.05,0,1084.571,0
343.7,0.049,0,1081.518,0
343.8,0.047,0,1072.432,0
343.9,0.045,0,1082.031,0
344,0.044,0,1082.588,0
344.1,0.043,0,1086.045,0
344.2,0.042,0,1088.602,0
344.3,0.041,0,1087.79,0
344.4,0.04,0,1087.83,0
344.5,0.039,0,1087.802,0
344.6,0.038,0,1086.939,0
344.7,0.04,0,1084.292,0
344.8,0.044,0,1086.753,0
344.9,0.045,0,1080.852,0
345,0.044,0,1084.022,0
345.1,0.043,0,1093.576,0
345.2,0.043,0,1089.476,0
345.3,0.042,0,1084.253,0
345.4,0.056,0,1075.444,0
345.5,0.07,0,1080.67,0
345.6,0.068,0,1095.436,0
345.7,0.066,0,1091.268,0
345.8,0.063,0,1084.089,0
345.9,0.06,0,1080.132,0
346,0.058,0,1075.588,0
346.1,0.056,0,1086.143,0
346.2,0.054,0,1099.319,0
346.3,0.052,0,1085.113,0
346.4,0.051,0,1082.569,0
346.5,0.049,0,1083.629,0
346.6,0.048,0,1083.81,0
346.7,0.047,0,1092.788,0
346.8,0.046,0,1085.258,0
346.9,0.047,0,1084.99,0
347,0.055,0,1087.733,0
347.1,0.059,0,1092.069,0
347.2,0.06,0,1092.344,0
347.3,0.06,0,1081,0
347.4,0.058,0,1081.974,0
347.5,0.056,0,1083.757,0
347.6,0.053,0,1082.551,0
347.7,0.052,0,1091.211,0
347.8,0.05,0,1092.276,0
347.9,0.049,0,1088.736,0
348,0.047,0,1086.074,0
348.1,0.046,0,1088.65,0
348.2,0.044,0,1086.998,0
348.3,0.043,0,1089.52,0
348.4,0.042,0,1092.985,0
348.5,0.041,0,1095.243,0
348.6,0.04,0,1105.11,0
348.7,0.039,0,1095.249,0
348.8,0.038,0,1087.829,0
348.9,0.048,0,1082.076,0
349,0.091,0,1079.259,0
349.1,0.088,0,1086.975,0
349.2,0.084,0,1092.695,0
349.3,0.081,0,1092.339,0
349.4,0.077,0,1081.54,0
349.5,0.074,0,1081.595,0
349.6,0.071,0,1091.905,0
349.7,0.068,0,1093.586,0
349.8,0.066,0,1083.979,0
349.9,0.064,0,1072.199,0
350,0.062,0,1080.431,0
350.1,0.059,0,1092.982,0
350.2,0.058,0,1086.994,0
350.3,0.056,0,1088.763,0
350.4,0.054,0,1090.55,0
350.5,0.052,0,1088.616,0
350.6,0.051,0,1082.036,0
350.7,0.049,0,1086.925,0
350.8,0.055,0,1096.973,0
350.9,0.069,0,1090.026,0
351,0.067,0,1080.949,0
351.1,0.065,0,1082.014,0
351.2,0.062,0,1083.752,0
351.3,0.059,0,1085.121,0
351.4,0.057,0,1096.462,0
351.5,0.055,0,1093.017,0
351.6,0.053,0,1078.806,0
351.7,0.052,0,1079.622,0
351.8,0.05,0,1088.6,0
351.9,0.049,0,1097.227,0
352,0.047,0,1091.327,0
352.1,0.046,0,1084.409,0
352.2,0.045,0,1079.685,0
352.3,0.043,0,1084.426,0
352.4,0.042,0,1084.08,0
352.5,0.042,0,1085.332,0
352.6,0.042,0,1084.781,0
352.7,0.045,0,1085.414,0
352.8,0.051,0,1091.288,0
352.9,0.05,0,1091.982,0
353,0.049,0,1095.261,0
353.1,0.047,0,1088.672,0
353.2,0.045,0,1083.358,0
353.3,0.044,0,1086.41,0
353.4,0.042,0,1087.781,0
353.5,0.041,0,1085.301,0
353.6,0.04,0,1083.693,0
353.7,0.041,0,1079.183,0
353.8,0.042,0,1088.645,0
353.9,0.041,0,1093.507,0
354,0.043,0,1093.543,0
354.1,0.045,0,1084.375,0
354.2,0.044,0,1081.009,0
354.3,0.043,0,1091.343,0
354.4,0.044,0,1096.482,0
354.5,0.055,0,1097.003,0
354.6,0.067,0,1091.683,0
354.7,0.065,0,1088.735,0
354.8,0.063,0,1086.975,0
354.9,0.06,0,1082.531,0
355,0.058,0,1082.037,0
355.1,0.056,0,1088.6,0
355.2,0.054,0,1100.146,0
355.3,0.052,0,1098.195,0
355.4,0.051,0,1089.576,0
355.5,0.049,0,1083.996,0
355.6,0.053,0,1089.569,0
355.7,0.056,0,1087.045,0
355.8,0.054,0,1086.298,0
355.9,0.053,0,1098.586,0
356,0.051,0,1096.005,0
356.1,0.05,0,1087.724,0
356.2,0.049,0,1090.831,0
356.3,0.048,0,1087.85,0
356.4,0.047,0,1076.281,0
356.5,0.046,0,1078.722,0
356.6,0.044,0,1088.558,0
356.7,0.043,0,1084.376,0
356.8,0.041,0,1082.031,0
356.9,0.041,0,1095.958,0
357,0.041,0,1092.516,0
357.1,0.04,0,1088.617,0
357.2,0.039,0,1090.267,0
357.3,0.038,0,1090.27,0
357.4,0.038,0,1085.099,0
357.5,0.038,0,1092.887,0
357.6,0.039,0,1101.767,0
357.7,0.04,0,1096.867,0
357.8,0.041,0,1096.914,0
357.9,0.041,0,1091.926,0
358,0.04,0,1097.833,0
358.1,0.04,0,1113.29,0
358.2,0.057,0,1107.284,0
358.3,0.083,0,1109.438,0
358.4,0.079,0,1108.584,0
358.5,0.077,0,1103.554,0
358.6,0.073,0,1106.465,0
358.7,0.071,0,1107.825,0
358.8,0.067,0,1114.911,0
358.9,0.065,0,1101.741,0
359,0.062,0,1095.967,0
359.1,0.06,0,1111.976,0
359.2,0.059,0,1119.616,0
359.3,0.057,0,1110.327,0
359.4,0.056,0,1110.607,0
359.5,0.056,0,1114.938,0
359.6,0.055,0,1111.386,0
359.7,0.053,0,1117.354,0
359.8,0.051,0,1111.706,0
359.9,0.05,0,1111.697,0
360,0.049,0,1118.063,0
360.1,0.048,0,1113.217,0
360.2,0.047,0,1116.02,0
360.3,0.046,0,1115.951,0
360.4,0.05,0,1110.875,0
360.5,0.051,0,1115.786,0
360.6,0.049,0,1120.257,0
360.7,0.047,0,1106.792,0
360.8,0.046,0,1103.446,0
360.9,0.045,0,1114.205,0
361,0.043,0,1118.269,0
361.1,0.042,0,1124.826,0
361.2,0.041,0,1130.927,0
361.3,0.04,0,1128.654,0
361.4,0.039,0,1118.927,0
361.5,0.038,0,1112.947,0
361.6,0.037,0,1122.291,0
361.7,0.037,0,1115.435,0
361.8,0.037,0,1114.941,0
361.9,0.036,0,1125.012,0
362,0.041,0,1117.197,0
362.1,0.052,0,1114.847,0
362.2,0.051,0,1112.676,0
362.3,0.05,0,1111.353,0
362.4,0.048,0,1122.377,0
362.5,0.046,0,1123.775,0
362.6,0.045,0,1119.202,0
362.7,0.043,0,1114.945,0
362.8,0.042,0,1121.501,0
362.9,0.042,0,1131.626,0
363,0.051,0,1123.291,0
363.1,0.055,0,1115.93,0
363.2,0.056,0,1111.604,0
363.3,0.055,0,1114.753,0
363.4,0.053,0,1115.643,0
363.5,0.053,0,1121.612,0
