Time,Accuracy,Speed,BatteryPower,Acceleration
797.9,0.054,8.645,-17061.354,-1.64
798,0.053,8.548,-16835.951,-0.97
798.1,0.051,8.421,-16595.243,-1.27
798.2,0.05,8.321,-16387.665,-1
798.3,0.048,8.199,-16145.09,-1.22
798.4,0.047,8.11,-15880.835,-0.89
798.5,0.046,7.999,-15453.422,-1.11
798.6,0.044,7.887,-14176.517,-1.12
798.7,0.043,7.779,-11776.644,-1.08
798.8,0.042,7.67,-7042.55,-1.09
798.9,0.041,7.615,-4115.085,-0.55
799,0.04,7.569,-1929.81,-0.46
799.1,0.04,7.535,-662.572,-0.34
799.2,0.039,7.513,79.207,-0.22
799.3,0.039,7.497,566.654,-0.16
799.4,0.052,7.489,786,-0.08
799.5,0.074,7.479,1068.243,-0.1
799.6,0.072,7.469,1349.133,-0.1
799.7,0.069,7.457,1029.519,-0.12
799.8,0.066,7.439,524.691,-0.18
799.9,0.064,7.426,-185.271,-0.13
800,0.061,7.395,-2917.817,-0.31
800.1,0.059,7.357,-5306.398,-0.38
800.2,0.057,7.293,-8456.623,-0.64
800.3,0.055,7.217,-9977.436,-0.76
800.4,0.053,7.13,-10984.944,-0.87
800.5,0.052,7.041,-11374.046,-0.89
800.6,0.05,6.928,-11295.946,-1.13
800.7,0.049,6.837,-11090.626,-0.91
800.8,0.047,6.726,-10765.302,-1.11
800.9,0.048,6.649,-10386.883,-0.77
801,0.054,6.565,-8133.407,-0.84
801.1,0.057,6.505,-5589.707,-0.6
801.2,0.056,6.451,-2048.655,-0.54
801.3,0.056,6.423,-365.952,-0.28
801.4,0.056,6.391,894.96,-0.32
801.5,0.054,6.374,1810.92,-0.17
801.6,0.052,6.356,4035.145,-0.18
801.7,0.05,6.369,7206.498,0.13
801.8,0.049,6.405,10453.693,0.36
801.9,0.047,6.463,15364.539,0.58
802,0.046,6.55,18900.058,0.87
802.1,0.045,6.648,22491.111,0.98
802.2,0.044,6.788,25188.918,1.4
802.3,0.043,6.901,26359.707,1.13
802.4,0.042,7.077,26593.535,1.76
802.5,0.041,7.208,26242.233,1.31
802.6,0.043,7.358,25811.404,1.5
802.7,0.047,7.501,25517.361,1.43
802.8,0.047,7.646,24798.019,1.45
802.9,0.046,7.759,24150.014,1.13
803,0.044,7.89,23551.469,1.31
803.1,0.046,7.963,23358.937,0.73
803.2,0.054,8.064,23392.448,1.01
803.3,0.055,8.145,23577.984,0.81
803.4,0.054,8.245,23967.265,1
803.5,0.052,8.392,24458.43,1.47
803.6,0.05,8.508,24779.464,1.16
803.7,0.048,8.672,25115.04,1.64
803.8,0.046,8.776,25237.79,1.04
803.9,0.045,8.879,25026.299,1.03
804,0.044,8.981,23826.422,1.02
804.1,0.043,9.074,21880.009,0.93
804.2,0.041,9.163,19587.363,0.89
804.3,0.04,9.235,18424.194,0.72
804.4,0.04,9.317,17448.41,0.82
804.5,0.044,9.376,16885.838,0.59
804.6,0.05,9.456,15905.113,0.8
804.7,0.05,9.509,15049.021,0.53
804.8,0.052,9.549,13791.798,0.4
804.9,0.059,9.587,12245.617,0.38
805,0.063,9.625,10673.116,0.38
805.1,0.061,9.657,9610.273,0.32
805.2,0.059,9.698,8864.694,0.41
805.3,0.057,9.748,8518.319,0.5
805.4,0.055,9.773,8390.533,0.25
805.5,0.052,9.793,8359.678,0.2
805.6,0.051,9.814,8364.858,0.21
805.7,0.049,9.838,8373.765,0.24
805.8,0.048,9.858,8393.512,0.2
805.9,0.046,9.878,8410.012,0.2
806,0.045,9.899,8402.41,0.21
806.1,0.044,9.92,8398.283,0.21
806.2,0.052,9.94,8367.131,0.2
806.3,0.058,9.961,8251.158,0.21
806.4,0.056,9.987,7857.096,0.26
806.5,0.054,10.007,7538.36,0.2
806.6,0.052,10.022,7224.09,0.15
806.7,0.051,10.037,6837.069,0.15
806.8,0.05,10.044,6328.629,0.07
806.9,0.049,10.053,5633.129,0.09
807,0.049,10.067,4873.237,0.14
807.1,0.05,10.08,4117.372,0.13
807.2,0.048,10.089,3251.357,0.09
807.3,0.046,10.089,2658.715,0
807.4,0.045,10.089,2073.558,0
807.5,0.053,10.075,1610.28,-0.14
807.6,0.056,10.067,1426.301,-0.08
807.7,0.054,10.058,1244.582,-0.09
807.8,0.052,10.044,783.139,-0.14
807.9,0.051,10.033,19.429,-0.11
808,0.05,10.017,-1265.829,-0.16
808.1,0.048,9.995,-2538.315,-0.22
808.2,0.047,9.967,-3483.076,-0.28
808.3,0.045,9.931,-4395.715,-0.36
808.4,0.044,9.901,-4968.2,-0.3
808.5,0.046,9.871,-5483.794,-0.3
808.6,0.05,9.831,-5965.399,-0.4
808.7,0.05,9.787,-6329.246,-0.44
808.8,0.048,9.741,-6603.604,-0.46
808.9,0.047,9.682,-6917.188,-0.59
809,0.045,9.626,-7578.348,-0.56
809.1,0.043,9.559,-8744.324,-0.67
809.2,0.042,9.49,-9927.146,-0.69
809.3,0.041,9.429,-10558.292,-0.61
809.4,0.04,9.349,-11071.781,-0.8
809.5,0.04,9.281,-11530.33,-0.68
809.6,0.039,9.193,-13118.262,-0.88
809.7,0.039,9.097,-16358.764,-0.96
809.8,0.038,8.971,-21120.849,-1.26
809.9,0.039,8.854,-24383.133,-1.17
810,0.052,8.685,-26360.488,-1.69
810.1,0.061,8.511,-27202.861,-1.74
810.2,0.059,8.325,-27507.997,-1.86
810.3,0.057,8.131,-27306.435,-1.94
810.4,0.056,7.956,-26933.717,-1.75
810.5,0.054,7.818,-26604.357,-1.38
810.6,0.053,7.637,-26198.35,-1.81
810.7,0.052,7.519,-25497.549,-1.18
810.8,0.062,7.286,-23206.664,-2.33
810.9,0.066,7.067,-20908.201,-2.19
811,0.063,6.86,-19237.986,-2.07
811.1,0.06,6.643,-18260.027,-2.17
811.2,0.059,6.512,-17002.613,-1.31
811.3,0.057,6.327,-14013.287,-1.85
811.4,0.055,6.219,-11062.649,-1.08
811.5,0.053,6.092,-6978.423,-1.27
811.6,0.051,6.021,-4434.043,-0.71
811.7,0.05,5.962,-2596.475,-0.59
811.8,0.05,5.922,-1446.247,-0.4
811.9,0.05,5.891,-16.833,-0.31
812,0.05,5.853,1062.834,-0.38
812.1,0.048,5.8,1760.888,-0.53
812.2,0.047,5.761,2692.535,-0.39
812.3,0.05,5.724,3495.301,-0.37
812.4,0.057,5.68,5666.872,-0.44
812.5,0.06,5.661,8726.932,-0.19
812.6,0.057,5.78,11801.475,1.19
812.7,0.055,5.904,14023.604,1.24
812.8,0.052,6.078,15458.9,1.74
812.9,0.051,6.208,15235.592,1.3
813,0.05,6.28,15187.98,0.72
813.1,0.049,6.332,15604.94,0.52
813.2,0.047,6.405,15849.565,0.73
813.3,0.046,6.501,15868.133,0.96
813.4,0.045,6.594,15802.916,0.93
813.5,0.044,6.69,16332.092,0.96
813.6,0.042,6.774,17021.513,0.84
813.7,0.041,6.89,17637.955,1.16
813.8,0.041,6.948,17683.093,0.58
813.9,0.039,7.081,17494.238,1.33
814,0.039,7.138,17274.134,0.57
814.1,0.037,7.262,16791.437,1.24
814.2,0.039,7.329,16395.062,0.67
814.3,0.043,7.4,16102.876,0.71
814.4,0.044,7.462,15791.443,0.62
814.5,0.045,7.52,15596.989,0.58
814.6,0.045,7.602,15132.463,0.82
814.7,0.044,7.68,14548.731,0.78
814.8,0.043,7.751,14168.402,0.71
814.9,0.041,7.829,13814.919,0.78
815,0.04,7.889,13788.056,0.6
815.1,0.04,7.943,13612.512,0.54
815.2,0.041,8.007,13329.412,0.64
815.3,0.04,8.053,13266.529,0.46
815.4,0.039,8.112,13249.115,0.59
815.5,0.038,8.172,13302.021,0.6
815.6,0.038,8.234,13404.514,0.62
815.7,0.042,8.284,13530.478,0.5
815.8,0.048,8.356,13934.505,0.72
815.9,0.047,8.412,14887.749,0.56
816,0.045,8.474,16783.308,0.62
816.1,0.045,8.525,18630.338,0.51
816.2,0.044,8.591,20821.504,0.66
816.3,0.045,8.648,22977.85,0.57
816.4,0.049,8.727,25514.336,0.79
816.5,0.049,8.852,27463.392,1.25
816.6,0.047,8.991,28492.166,1.39
816.7,0.045,9.124,29156.37,1.33
816.8,0.045,9.254,29665.727,1.3
816.9,0.047,9.373,30082.286,1.19
817,0.048,9.503,30473.069,1.3
817.1,0.047,9.628,30817.969,1.25
817.2,0.045,9.745,31142.104,1.17
817.3,0.044,9.853,31355.987,1.08
817.4,0.043,9.974,31662.977,1.21
817.5,0.042,10.067,31946.822,0.93
817.6,0.042,10.178,32292.231,1.11
817.7,0.042,10.3,32497.304,1.22
817.8,0.041,10.393,32594.336,0.93
817.9,0.041,10.49,32616.51,0.97
818,0.049,10.57,32528.898,0.8
818.1,0.067,10.678,32429.771,1.08
818.2,0.069,10.768,32368.69,0.9
818.3,0.066,10.868,32360.095,1
818.4,0.063,11.011,32132.438,1.43
818.5,0.061,11.108,31732.014,0.97
818.6,0.058,11.237,31331.809,1.29
818.7,0.056,11.324,31285.704,0.87
818.8,0.054,11.435,31380.704,1.11
818.9,0.053,11.519,31492.49,0.84
819,0.051,11.644,31542.163,1.25
819.1,0.05,11.72,30895.484,0.76
819.2,0.048,11.83,28161.806,1.1
819.3,0.047,11.901,26008.837,0.71
819.4,0.045,11.979,24072.266,0.78
819.5,0.044,12.034,23247.254,0.55
819.6,0.043,12.11,22858.805,0.76
819.7,0.042,12.156,22774.277,0.46
819.8,0.046,12.213,22786.638,0.57
819.9,0.05,12.261,22858.383,0.48
820,0.048,12.312,22936.565,0.51
820.1,0.047,12.36,23003.587,0.48
820.2,0.045,12.427,23103.64,0.67
820.3,0.044,12.494,23236.723,0.67
820.4,0.042,12.585,23390.564,0.91
820.5,0.041,12.671,23487.465,0.86
820.6,0.04,12.723,23577.924,0.52
820.7,0.04,12.79,23734.755,0.67
820.8,0.041,12.85,23868.959,0.6
820.9,0.04,12.921,24017.7,0.71
821,0.04,12.978,24105.958,0.57
821.1,0.039,13.038,24166.792,0.6
821.2,0.038,13.106,24218.308,0.68
821.3,0.037,13.176,24297.616,0.7
821.4,0.036,13.254,24224.502,0.78
821.5,0.037,13.287,23927.75,0.33
821.6,0.044,13.352,22951.181,0.65
821.7,0.052,13.391,22036.416,0.39
821.8,0.06,13.443,20851.592,0.52
821.9,0.058,13.494,19078.521,0.51
822,0.056,13.548,16924.026,0.54
822.1,0.054,13.588,15137.22,0.4
822.2,0.052,13.631,13502.993,0.43
822.3,0.05,13.659,12655.847,0.28
822.4,0.049,13.687,12073.981,0.28
822.5,0.047,13.711,11828.613,0.24
822.6,0.046,13.734,11711.056,0.23
822.7,0.045,13.754,11679.542,0.2
822.8,0.044,13.778,11635.02,0.24
822.9,0.043,13.8,11578.052,0.22
823,0.041,13.819,11201.204,0.19
823.1,0.04,13.811,9723.22,-0.08
823.2,0.04,13.812,7869.295,0.01
823.3,0.044,13.829,5753.704,0.17
823.4,0.06,13.844,3551.973,0.15
823.5,0.065,13.842,3126.768,-0.02
823.6,0.063,13.831,2651.362,-0.11
823.7,0.061,13.809,2037.696,-0.22
823.8,0.058,13.798,1681.237,-0.11
823.9,0.055,13.787,1455.091,-0.11
824,0.054,13.77,1345.963,-0.17
824.1,0.052,13.75,1283.331,-0.2
824.2,0.051,13.739,1221.964,-0.11
824.3,0.049,13.724,1165.845,-0.15
824.4,0.048,13.704,1148.219,-0.2
824.5,0.049,13.684,1128.801,-0.2
824.6,0.05,13.671,1136.259,-0.13
824.7,0.048,13.658,1143.211,-0.13
824.8,0.047,13.634,1145.998,-0.24
824.9,0.046,13.618,1147.615,-0.16
825,0.047,13.606,1146.592,-0.12
825.1,0.049,13.595,1151.783,-0.11
825.2,0.051,13.581,1156.084,-0.14
825.3,0.052,13.572,1152.828,-0.09
825.4,0.05,13.558,1207.056,-0.14
825.5,0.049,13.546,1160.112,-0.12
825.6,0.047,13.528,1083.802,-0.18
825.7,0.045,13.513,1088.82,-0.15
825.8,0.044,13.495,1082.278,-0.18
825.9,0.045,13.477,1079.013,-0.18
826,0.048,13.461,1077.425,-0.16
826.1,0.048,13.444,1080.463,-0.17
826.2,0.047,13.415,1084.101,-0.29
826.3,0.046,13.404,1081.541,-0.11
826.4,0.044,13.389,1078.037,-0.15
826.5,0.043,13.38,1076.272,-0.09
826.6,0.047,13.37,1093.512,-0.1
826.7,0.056,13.359,1115.129,-0.11
826.8,0.06,13.351,1108.627,-0.08
826.9,0.057,13.335,1048.956,-0.16
827,0.056,13.318,1026.845,-0.17
827.1,0.054,13.305,1039.882,-0.13
827.2,0.057,13.299,1063.578,-0.06
827.3,0.1,13.289,1084.56,-0.1
827.4,0.098,13.28,1085.718,-0.09
827.5,0.094,13.269,1100.482,-0.11
827.6,0.089,13.258,1104.156,-0.11
827.7,0.085,13.246,1101.819,-0.12
827.8,0.081,13.228,1098.823,-0.18
827.9,0.079,13.222,1102.501,-0.06
828,0.076,13.217,1108.563,-0.05
828.1,0.073,13.207,1100.497,-0.1
828.2,0.07,13.196,1102.17,-0.11
828.3,0.067,13.183,1088.525,-0.13
828.4,0.065,13.178,1040.424,-0.05
828.5,0.063,13.162,1012.919,-0.16
828.6,0.061,13.135,1014.64,-0.27
828.7,0.059,13.118,1029.946,-0.17
828.8,0.057,13.111,1044.019,-0.07
828.9,0.061,13.111,1046.937,0
829,0.065,13.111,1028.27,0
829.1,0.063,13.102,1000.95,-0.09
829.2,0.061,13.083,976.233,-0.19
829.3,0.058,13.061,937.024,-0.22
829.4,0.056,13.025,801.793,-0.36
829.5,0.054,12.96,-97.082,-0.65
829.6,0.052,12.938,-1625.281,-0.22
829.7,0.05,12.948,-4803.541,0.1
829.8,0.049,12.939,-6694.332,-0.09
829.9,0.047,12.879,-7479.869,-0.6
830,0.046,12.835,-8030.608,-0.44
830.1,0.045,12.777,-8755.774,-0.58
830.2,0.044,12.742,-9053.382,-0.35
830.3,0.045,12.68,-9400.274,-0.62
830.4,0.045,12.642,-9580.714,-0.38
830.5,0.043,12.582,-9773.405,-0.6
830.6,0.043,12.547,-9855.774,-0.35
830.7,0.041,12.484,-9872.936,-0.63
830.8,0.04,12.439,-9850.657,-0.45
830.9,0.045,12.399,-9862.923,-0.4
831,0.053,12.356,-9901.182,-0.43
831.1,0.053,12.323,-9916.405,-0.33
831.2,0.052,12.26,-9954.488,-0.63
831.3,0.05,12.199,-10098.278,-0.61
831.4,0.048,12.127,-10392.048,-0.72
831.5,0.047,12.063,-11162.745,-0.64
831.6,0.048,11.993,-13054.696,-0.7
831.7,0.049,11.938,-16177.039,-0.55
831.8,0.049,11.834,-21384.94,-1.04
831.9,0.049,11.709,-26216.295,-1.25
832,0.047,11.574,-30870.09,-1.35
832.1,0.046,11.436,-33452.658,-1.38
832.2,0.05,11.257,-34844.61,-1.79
832.3,0.052,11.089,-35377.705,-1.68
832.4,0.05,10.892,-35541.41,-1.97
832.5,0.049,10.734,-35470.132,-1.58
832.6,0.047,10.534,-35157.11,-2
832.7,0.046,10.38,-34949.549,-1.54
832.8,0.058,10.23,-34731.125,-1.5
832.9,0.091,10.008,-34477.545,-2.22
833,0.088,9.888,-34236.879,-1.2
833.1,0.084,9.657,-33764.378,-2.31
833.2,0.081,9.419,-33048.643,-2.38
833.3,0.077,9.219,-32392.874,-2
833.4,0.074,8.951,-31411.964,-2.68
833.5,0.071,8.738,-30681.632,-2.13
833.6,0.069,8.549,-29923.609,-1.89
833.7,0.066,8.32,-29101.29,-2.29
833.8,0.064,8.136,-28457.843,-1.84
833.9,0.062,7.916,-27569.54,-2.2
834,0.06,7.707,-26890.458,-2.09
834.1,0.057,7.476,-26017.013,-2.31
834.2,0.056,7.289,-25219.212,-1.87
834.3,0.054,7.1,-24195.148,-1.89
834.4,0.052,6.873,-23289.927,-2.27
834.5,0.051,6.705,-22832.57,-1.68
834.6,0.057,6.507,-22452.291,-1.98
834.7,0.064,6.329,-21774.205,-1.78
834.8,0.063,6.162,-20662.964,-1.67
834.9,0.06,5.935,-19047.293,-2.27
835,0.058,5.695,-17243.158,-2.4
835.1,0.055,5.493,-15544.359,-2.02
835.2,0.053,5.245,-13757.226,-2.48
835.3,0.052,5.098,-12549.807,-1.47
835.4,0.05,4.887,-11003.888,-2.11
835.5,0.049,4.747,-9965.732,-1.4
835.6,0.053,4.565,-8644.08,-1.82
835.7,0.059,4.355,-7337.907,-2.1
835.8,0.057,4.192,-6352.132,-1.63
835.9,0.055,4,-5326.955,-1.92
836,0.053,3.818,-4371.155,-1.82
836.1,0.052,3.608,-3362.782,-2.1
836.2,0.05,3.436,-2589.264,-1.72
836.3,0.048,3.2,-1706.49,-2.36
836.4,0.047,3.047,-1100.305,-1.53
836.5,0.046,2.863,-476.722,-1.84
836.6,0.045,2.755,-148.557,-1.08
836.7,0.059,2.586,359.773,-1.69
836.8,0.064,2.446,584.154,-1.4
836.9,0.062,2.267,944.137,-1.79
837,0.059,2.058,1094,-2.09
837.1,0.057,1.898,1135.67,-1.6
837.2,0.055,1.712,1163.807,-1.86
837.3,0.053,1.541,1151.578,-1.71
837.4,0.052,1.418,1126.668,-1.23
837.5,0.05,1.227,1105.785,-1.91
837.6,0.048,1.122,1092.744,-1.05
837.7,0.047,0.942,1083.572,-1.8
837.8,0.046,0.799,1084.426,-1.43
837.9,0.044,0.652,1083.473,-1.47
838,0.043,0.448,1083.533,-2.04
838.1,0.044,0.33,1084.309,-1.18
838.2,0.053,0.191,1081.32,-1.39
838.3,0.06,0.108,1075.369,-0.83
838.4,0.058,0.023,1080.067,-0.85
838.5,0.057,-0.018,1081.506,-0.41
838.6,0.054,-0.014,1083.156,0.04
838.7,0.052,-0.005,1080.761,0.09
838.8,0.05,-0.002,1084.427,0.03
838.9,0.048,0,1088.682,0.02
839,0.047,0,1086.13,0
839.1,0.046,0,1088.726,0
839.2,0.044,0,1081.789,0
839.3,0.043,0,1077.848,0
839.4,0.043,0,1088.216,0
839.5,0.045,0,1085.999,0
839.6,0.045,0,1086.707,0
839.7,0.043,0,1081.756,0
839.8,0.042,0,1077.825,0
839.9,0.041,0,1087.099,0
840,0.04,0,1084.38,0
840.1,0.039,0,1081.098,0
840.2,0.039,0,1094.34,0
840.3,0.047,0,1091.701,0
840.4,0.065,0,1081.75,0
840.5,0.068,0,1074.53,0
840.6,0.065,0,1072.913,0
840.7,0.063,0,1081.079,0
840.8,0.06,0,1085.212,0
840.9,0.058,0,1093.017,0
841,0.056,0,1090.28,0
841.1,0.054,0,1082.652,0
841.2,0.052,0,1089.218,0
841.3,0.051,0,1085.132,0
841.4,0.049,0,1067.915,0
841.5,0.048,0,1067.932,0
841.6,0.046,0,1074.873,0
841.7,0.045,0,1083.517,0
841.8,0.044,0,1078.294,0
841.9,0.044,0,1070.365,0
842,0.046,0,1067.976,0
842.1,0.046,0,1071.745,0
842.2,0.045,0,1078.066,0
842.3,0.058,0,1078.433,0
842.4,0.067,0,1073.836,0
842.5,0.063,0,1061.266,0
842.6,0.061,0,1058,0
842.7,0.059,0,1060.207,0
842.8,0.057,0,1060.937,0
842.9,0.055,0,1069.462,0
843,0.054,0,1074.757,0
843.1,0.052,0,1081.08,0
843.2,0.052,0,1065.518,0
843.3,0.05,0,1064.011,0
843.4,0.049,0,1069.161,0
843.5,0.047,0,1070.886,0
843.6,0.049,0,1074.352,0
843.7,0.053,0,1069.272,0
843.8,0.055,0,1066.361,0
843.9,0.054,0,1075.988,0
844,0.055,0,1075.548,0
844.1,0.055,0,1064.034,0
844.2,0.052,0,1066.487,0
844.3,0.051,0,1071.642,0
844.4,0.048,0,1067.873,0
844.5,0.047,0,1066.02,0
844.6,0.046,0,1071.324,0
844.7,0.045,0,1069.528,0
844.8,0.043,0,1067.905,0
844.9,0.042,0,1069.591,0
845,0.041,0,1080.662,0
845.1,0.04,0,1073.032,0
845.2,0.04,0,1066.134,0
845.3,0.039,0,1073.032,0
845.4,0.038,0,1072.98,0
845.5,0.038,0,1071.256,0
845.6,0.039,0,1074.382,0
845.7,0.038,0,1067.866,0
845.8,0.039,0,1062.133,0
845.9,0.046,0,1077.965,0
846,0.054,0,1081.994,0
846.1,0.056,0,1067.796,0
846.2,0.055,0,1053.321,0
846.3,0.054,0,1057.49,0
846.4,0.051,0,1065.059,0
846.5,0.049,0,1069.105,0
846.6,0.047,0,1076.062,0
846.7,0.046,0,1067.836,0
846.8,0.045,0,1062.013,0
846.9,0.044,0,1069.424,0
847,0.043,0,1074.346,0
847.1,0.043,0,1069.763,0
847.2,0.045,0,1066.208,0
847.3,0.044,0,1067.847,0
847.4,0.043,0,1069.466,0
847.5,0.046,0,1071.206,0
847.6,0.05,0,1062.858,0
847.7,0.051,0,1051.498,0
847.8,0.055,0,1057.202,0
847.9,0.066,0,1079.998,0
848,0.067,0,1071.199,0
848.1,0.065,0,1063.323,0
848.2,0.062,0,1057.236,0
848.3,0.06,0,1062.123,0
848.4,0.057,0,1071.298,0
848.5,0.055,0,1071.114,0
848.6,0.053,0,1064.538,0
848.7,0.052,0,1062.332,0
848.8,0.05,0,1074.662,0
848.9,0.049,0,1079.227,0
849,0.047,0,1077.305,0
849.1,0.046,0,1063.091,0
849.2,0.045,0,1057.981,0
849.3,0.044,0,1059.215,0
849.4,0.043,0,1074.737,0
849.5,0.042,0,1078.717,0
849.6,0.053,0,1060.446,0
849.7,0.064,0,1067.803,0
849.8,0.062,0,1078.675,0
849.9,0.061,0,1075.084,0
850,0.058,0,1067.804,0
850.1,0.056,0,1065.364,0
850.2,0.053,0,1066.222,0
850.3,0.051,0,1069.582,0
850.4,0.05,0,1075.097,0
850.5,0.048,0,1075.048,0
850.6,0.047,0,1069.35,0
850.7,0.046,0,1069.411,0
850.8,0.044,0,1055.632,0
850.9,0.043,0,1051.623,0
851,0.042,0,1072.728,0
851.1,0.043,0,1064.927,0
851.2,0.049,0,1052.723,0
851.3,0.068,0,1062.438,0
851.4,0.067,0,1069.899,0
851.5,0.065,0,1071.15,0
851.6,0.062,0,1071.713,0
851.7,0.059,0,1061.385,0
851.8,0.057,0,1061.154,0
851.9,0.055,0,1074.385,0
852,0.053,0,1066.226,0
852.1,0.051,0,1055.155,0
852.2,0.05,0,1053.648,0
852.3,0.048,0,1069.568,0
852.4,0.049,0,1072.198,0
852.5,0.051,0,1064.238,0
852.6,0.05,0,1065.975,0
852.7,0.048,0,1077.633,0
852.8,0.053,0,1072.538,0
852.9,0.059,0,1055.782,0
853,0.057,0,1059.193,0
853.1,0.055,0,1064.214,0
853.2,0.054,0,1076.494,0
853.3,0.053,0,1067.83,0
853.4,0.052,0,1052.325,0
853.5,0.05,0,1060.654,0
853.6,0.049,0,1073.547,0
853.7,0.047,0,1067.777,0
853.8,0.045,0,1063.933,0
853.9,0.044,0,1064.237,0
854,0.042,0,1061.205,0
854.1,0.041,0,1064.35,0
854.2,0.04,0,1071.249,0
854.3,0.039,0,1069.487,0
854.4,0.038,0,1062.626,0
854.5,0.037,0,1056.233,0
854.6,0.037,0,1064.472,0
854.7,0.037,0,1071.223,0
854.8,0.048,0,1058.212,0
854.9,0.063,0,1056.902,0
855,0.061,0,1067.782,0
855.1,0.06,0,1072.07,0
855.2,0.059,0,1073.873,0
855.3,0.057,0,1078.143,0
855.4,0.054,0,1066.542,0
855.5,0.053,0,1065.029,0
855.6,0.05,0,1072.933,0
855.7,0.049,0,1067.724,0
855.8,0.047,0,1058.684,0
855.9,0.046,0,1062.606,0
856,0.045,0,1073.243,0
856.1,0.054,0,1069.488,0
856.2,0.064,0,1064.451,0
856.3,0.061,0,1069.348,0
856.4,0.06,0,1072.662,0
856.5,0.058,0,1069.733,0
856.6,0.056,0,1067.837,0
856.7,0.054,0,1066.149,0
856.8,0.053,0,1066.131,0
856.9,0.051,0,1079.205,0
857,0.05,0,1082.75,0
857.1,0.063,0,1065.04,0
857.2,0.069,0,1069.454,0
857.3,0.067,0,1076.404,0
857.4,0.065,0,1071.056,0
857.5,0.062,0,1073.28,0
857.6,0.059,0,1081.817,0
857.7,0.057,0,1064.513,0
857.8,0.055,0,1059.69,0
857.9,0.053,0,1079.896,0
858,0.052,0,1077.658,0
858.1,0.05,0,1067.822,0
858.2,0.049,0,1060.891,0
858.3,0.047,0,1067.737,0
858.4,0.046,0,1084.989,0
858.5,0.045,0,1076.885,0
858.6,0.049,0,1065.944,0
858.7,0.056,0,1067.795,0
858.8,0.056,0,1070.984,0
858.9,0.056,0,1081.459,0
859,0.063,0,1083.806,0
859.1,0.065,0,1079.821,0
859.2,0.063,0,1069.59,0
859.3,0.061,0,1069.495,0
859.4,0.058,0,1080.096,0
859.5,0.056,0,1076.078,0
859.6,0.054,0,1067.805,0
859.7,0.052,0,1069.496,0
859.8,0.051,0,1069.749,0
859.9,0.049,0,1071.555,0
860,0.048,0,1072.732,0
860.1,0.047,0,1074.179,0
860.2,0.045,0,1076.472,0
860.3,0.044,0,1078.584,0
860.4,0.043,0,1072.944,0
860.5,0.042,0,1074.397,0
860.6,0.041,0,1083.077,0
860.7,0.041,0,1065.697,0
860.8,0.042,0,1061.651,0
860.9,0.041,0,1081.115,0
861,0.04,0,1076.349,0
861.1,0.039,0,1066.305,0
861.2,0.043,0,1066.307,0
861.3,0.05,0,1073.791,0
861.4,0.049,0,1072.992,0
861.5,0.047,0,1063.997,0
861.6,0.047,0,1067.838,0
861.7,0.047,0,1072.784,0
861.8,0.047,0,1072.761,0
861.9,0.045,0,1072.701,0
862,0.044,0,1077.664,0
862.1,0.043,0,1076.872,0
862.2,0.042,0,1071.222,0
862.3,0.042,0,1064.515,0
862.4,0.042,0,1069.725,0
862.5,0.049,0,1082.187,0
862.6,0.07,0,1069.937,0
862.7,0.068,0,1069.318,0
862.8,0.068,0,1067.832,0
862.9,0.07,0,1072.082,0
863,0.067,0,1072.857,0
863.1,0.065,0,1075.946,0
863.2,0.062,0,1066.154,0
863.3,0.06,0,1067.751,0
863.4,0.058,0,1071.208,0
863.5,0.056,0,1071.065,0
863.6,0.055,0,1074.996,0
863.7,0.053,0,1073.225,0
863.8,0.051,0,1069.509,0
863.9,0.05,0,1072.645,0
864,0.048,0,1080.849,0
864.1,0.047,0,1079.241,0
864.2,0.045,0,1078.156,0
864.3,0.044,0,1072.976,0
864.4,0.048,0,1061.339,0
864.5,0.059,0,1064.91,0
864.6,0.07,0,1071.601,0
864.7,0.068,0,1074.961,0
864.8,0.065,0,1067.814,0
864.9,0.062,0,1071.779,0
865,0.06,0,1077.638,0
865.1,0.057,0,1067.881,0
865.2,0.056,0,1073.526,0
865.3,0.054,0,1078.056,0
865.4,0.052,0,1069.446,0
865.5,0.051,0,1064.427,0
865.6,0.049,0,1067.772,0
865.7,0.048,0,1074.694,0
865.8,0.046,0,1078.121,0
865.9,0.045,0,1078.616,0
866,0.044,0,1074.274,0
866.1,0.043,0,1072.88,0
866.2,0.049,0,1082.508,0
866.3,0.064,0,1076.346,0
866.4,0.062,0,1065.906,0
866.5,0.06,0,1057.601,0
866.6,0.058,0,1066.272,0
866.7,0.056,0,1075.997,0
866.8,0.053,0,1069.367,0
866.9,0.051,0,1059.064,0
867,0.05,0,1069.3,0
867.1,0.048,0,1074.932,0
867.2,0.047,0,1076.347,0
867.3,0.046,0,1074.643,0
867.4,0.044,0,1071.186,0
867.5,0.043,0,1069.444,0
867.6,0.043,0,1067.687,0
867.7,0.042,0,1072.665,0
867.8,0.042,0,1080.908,0
867.9,0.043,0,1088.765,0
868,0.042,0,1072.648,0
868.1,0.041,0,1069.523,0
868.2,0.041,0,1077.52,0
868.3,0.04,0,1067.751,0
868.4,0.039,0,1064.802,0
868.5,0.042,0,1067.8,0
868.6,0.053,0,1083.382,0
868.7,0.053,0,1084.945,0
868.8,0.051,0,1080.399,0
868.9,0.05,0,1067.651,0
869,0.048,0,1073.918,0
869.1,0.047,0,1084.962,0
869.2,0.045,0,1071.093,0
